        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
frustration	0.160239	0.143242	0.144314	0.241888	0.123148	0.093326	0.162138	0.135351	0.144626	0.313918	0.205252	0.240395	0.154360	0.137691	0.131282	0.177631	0.164755	0.084903	0.192826	0.113657	0.165659	0.131285	0.177487	0.159773	0.161938	0.154189	0.153300	0.160193	0.164240	0.240971	0.104606	0.165030	0.172335	0.119727	0.154301	0.141755	0.183857	0.126042	0.143883	0.157148	0.172152	0.158580	0.177909	0.281485	0.191984	0.181859	0.174827	0.161689	0.107792	0.123439	1.000000	0.176859	0.147430	0.124352	0.086009	0.162209	0.088047	0.162795	0.269468	0.256163	0.155495	0.158179	0.150105	0.153902	0.168241	0.164692	0.095533	0.146423	0.126818	0.233805	0.108158	0.146777	0.199606	0.179652	0.153607	0.239025	0.143331	0.155505	0.086657	0.118914	0.170421	0.139313	0.125567	0.155873	0.174081	0.155701	0.147165	0.179170	0.135263	0.151070	0.121925	0.100775	0.192953	0.132879	0.090655	0.182284	0.101525	0.109346	0.117162	0.217927	0.161802	0.116046	0.123050	0.170407	0.144717	0.206701	0.158971	0.227738	0.114739	0.125416	0.148776	0.220807	0.165389	0.148686	0.150243	0.193865	0.139867	0.184878	0.131715	0.109215	0.177944	0.168841	0.139284	0.106963	0.177024	0.191527	0.104800	0.175388	0.141023	0.154684	0.112382	0.192819	
fury    	0.115755	0.146303	0.136002	0.144799	0.098911	0.109533	0.159630	0.126836	0.132661	0.190040	0.166108	0.199331	0.129119	0.102234	0.109506	0.155407	0.098128	0.071007	0.156833	0.111125	0.153640	0.105480	0.157657	0.113195	0.127353	0.132564	0.114688	0.119479	0.130700	0.130991	0.089055	0.156516	0.113243	0.173107	0.120254	0.118010	0.170622	0.104908	0.152340	0.094865	0.179386	0.130324	0.150158	0.201324	0.158988	0.166067	0.126032	0.232651	0.130858	0.131670	0.176859	1.000000	0.148999	0.125898	0.108246	0.191733	0.115068	0.088907	0.110465	0.120254	0.099015	0.108995	0.140127	0.081221	0.137634	0.134603	0.079661	0.140391	0.126809	0.133249	0.101985	0.107941	0.127805	0.163849	0.152923	0.205566	0.111143	0.105077	0.083278	0.095256	0.135343	0.121547	0.112744	0.160679	0.127703	0.151217	0.140384	0.185919	0.108676	0.153875	0.072951	0.090025	0.177824	0.105721	0.054390	0.147631	0.087732	0.094445	0.109993	0.274689	0.169351	0.100457	0.101946	0.116210	0.127575	0.152724	0.139834	0.188624	0.079049	0.127468	0.105351	0.189026	0.175416	0.159738	0.106099	0.136405	0.105548	0.179208	0.106929	0.093353	0.187473	0.142204	0.136775	0.083004	0.137392	0.211127	0.098352	0.164271	0.095575	0.232703	0.157898	0.119043	
gaiety  	0.095958	0.148995	0.111322	0.132007	0.109587	0.105843	0.149572	0.117224	0.218845	0.096321	0.174478	0.142746	0.147067	0.068384	0.093771	0.159563	0.086511	0.063799	0.107332	0.118476	0.148713	0.108090	0.167335	0.083663	0.153276	0.298178	0.075516	0.092391	0.137989	0.110190	0.080935	0.149889	0.112367	0.152781	0.115706	0.106643	0.184624	0.134530	0.190296	0.062210	0.197662	0.113327	0.146783	0.133313	0.160244	0.180410	0.132477	0.148582	0.127090	0.133423	0.147430	0.148999	1.000000	0.211008	0.167236	0.208008	0.104678	0.084624	0.073963	0.098056	0.118237	0.243533	0.117799	0.083015	0.130828	0.087711	0.069587	0.117441	0.076680	0.093113	0.087844	0.101288	0.109478	0.096092	0.157385	0.140019	0.122306	0.070210	0.367417	0.300519	0.217791	0.171264	0.128569	0.109696	0.125317	0.103635	0.138514	0.145836	0.124307	0.118407	0.076138	0.093760	0.127558	0.098262	0.054174	0.143308	0.084044	0.181110	0.082778	0.125216	0.183197	0.075951	0.113328	0.099614	0.126765	0.100017	0.137021	0.163294	0.095207	0.094178	0.115013	0.137880	0.186459	0.138678	0.109316	0.137902	0.104710	0.156626	0.112668	0.096883	0.182064	0.117063	0.128685	0.081193	0.137167	0.136947	0.103721	0.140189	0.086249	0.078043	0.127396	0.148688	
gladness	0.152836	0.156867	0.092327	0.157446	0.106499	0.067105	0.107805	0.099049	0.177090	0.118427	0.168295	0.159119	0.162027	0.066518	0.153895	0.115408	0.081274	0.063635	0.131698	0.043114	0.128006	0.137776	0.113441	0.107146	0.198201	0.298231	0.070008	0.095486	0.130065	0.100736	0.089295	0.100316	0.164293	0.157709	0.075502	0.083316	0.154465	0.084621	0.272331	0.094610	0.133294	0.103356	0.116846	0.165652	0.152660	0.256409	0.127655	0.144130	0.114754	0.133709	0.124352	0.125898	0.211008	1.000000	0.092367	0.156130	0.075692	0.096916	0.102666	0.123643	0.101064	0.262777	0.118651	0.069645	0.109591	0.149361	0.063905	0.133649	0.101368	0.136996	0.082894	0.074228	0.115839	0.127500	0.139397	0.110456	0.097005	0.078423	0.349803	0.343640	0.383970	0.242911	0.095491	0.127203	0.086592	0.081624	0.119756	0.078266	0.133064	0.102466	0.088685	0.107895	0.111724	0.078556	0.033365	0.102621	0.075886	0.233246	0.105805	0.122440	0.099751	0.065541	0.091441	0.088843	0.125977	0.112932	0.169686	0.241567	0.160195	0.089341	0.087835	0.126842	0.169052	0.133917	0.107451	0.184458	0.103288	0.146878	0.134583	0.088293	0.111508	0.138643	0.113688	0.081174	0.164655	0.141163	0.133249	0.107703	0.089509	0.078695	0.077257	0.147745	
glee    	0.065826	0.043033	0.066100	0.049325	0.036068	0.083277	0.084264	0.079944	0.074958	0.065196	0.094065	0.046895	0.051050	0.055545	0.044488	0.087867	0.077562	0.039391	0.057180	0.062910	0.093614	0.042644	0.123554	0.064215	0.048554	0.106289	0.057167	0.060736	0.043663	0.084593	0.047916	0.078871	0.053248	0.029861	0.068700	0.053285	0.073412	0.090905	0.107556	0.037627	0.071118	0.084839	0.102341	0.053232	0.058298	0.078145	0.069625	0.049108	0.047556	0.062942	0.086009	0.108246	0.167236	0.092367	1.000000	0.127492	0.065649	0.063669	0.055844	0.052837	0.089018	0.082121	0.055408	0.063651	0.112162	0.047485	0.061785	0.040865	0.055411	0.088383	0.053714	0.088526	0.066868	0.089961	0.068482	0.083900	0.068563	0.078062	0.167112	0.132947	0.103856	0.071668	0.070624	0.066375	0.087207	0.093005	0.093250	0.124205	0.081199	0.094054	0.031498	0.056693	0.064346	0.089393	0.041069	0.096649	0.043469	0.044580	0.057255	0.082903	0.129646	0.058787	0.054889	0.089794	0.054735	0.077077	0.050067	0.097487	0.039091	0.086080	0.071423	0.111315	0.134991	0.064206	0.075506	0.059968	0.052638	0.079224	0.030932	0.048773	0.098228	0.081963	0.066123	0.033404	0.059931	0.071084	0.056087	0.098711	0.091803	0.066639	0.076083	0.085617	
gloom   	0.132414	0.149303	0.155485	0.155719	0.105755	0.153049	0.206608	0.166589	0.155376	0.083406	0.308420	0.148041	0.172426	0.093189	0.141433	0.213993	0.106151	0.071100	0.114771	0.099182	0.188266	0.115297	0.209009	0.127750	0.288771	0.171317	0.178024	0.120425	0.230028	0.174971	0.090535	0.174827	0.144097	0.128624	0.153439	0.200852	0.202445	0.136280	0.172137	0.084699	0.223221	0.142427	0.206349	0.162632	0.171019	0.207868	0.103036	0.146474	0.133054	0.130692	0.162209	0.191733	0.208008	0.156130	0.127492	1.000000	0.472057	0.171103	0.101399	0.136643	0.126944	0.130131	0.137641	0.093698	0.171642	0.221835	0.103127	0.129003	0.112075	0.142731	0.112990	0.140745	0.156230	0.166924	0.167549	0.163801	0.144664	0.090369	0.131254	0.144831	0.219371	0.186524	0.138426	0.182290	0.180750	0.149218	0.171986	0.298748	0.197759	0.209635	0.089706	0.105278	0.124501	0.133091	0.056109	0.174221	0.124336	0.126705	0.104494	0.199256	0.255841	0.105830	0.120492	0.121494	0.133738	0.138199	0.158151	0.329954	0.097034	0.141192	0.125317	0.254422	0.285116	0.140908	0.167841	0.165091	0.138559	0.226229	0.150843	0.126051	0.263808	0.172291	0.153502	0.101644	0.273315	0.176118	0.191297	0.177189	0.120676	0.111825	0.149062	0.167522	
glumness	0.083441	0.065978	0.098136	0.076824	0.042033	0.099094	0.119733	0.097852	0.096432	0.049204	0.192389	0.072062	0.092354	0.059426	0.074173	0.124739	0.051656	0.048645	0.064905	0.067123	0.104687	0.069846	0.130825	0.068975	0.183845	0.095158	0.141608	0.063819	0.215684	0.143542	0.049920	0.118334	0.101287	0.082687	0.110867	0.099760	0.114781	0.090017	0.105048	0.052187	0.123909	0.095015	0.145811	0.079399	0.099075	0.115217	0.051273	0.067153	0.087515	0.058926	0.088047	0.115068	0.104678	0.075692	0.065649	0.472057	1.000000	0.188290	0.044602	0.077882	0.069692	0.088089	0.073806	0.050891	0.112822	0.246204	0.051829	0.069170	0.066041	0.096615	0.065955	0.069814	0.104345	0.092355	0.094408	0.093663	0.083006	0.050698	0.085073	0.094572	0.110303	0.087502	0.075477	0.101409	0.118300	0.083265	0.091009	0.248741	0.203607	0.143267	0.058893	0.042990	0.058864	0.077942	0.036239	0.093081	0.062822	0.069170	0.055572	0.092237	0.166893	0.077581	0.060490	0.081999	0.072838	0.074127	0.086236	0.298503	0.057878	0.083808	0.072444	0.174489	0.241159	0.061688	0.092907	0.100535	0.075553	0.137879	0.058341	0.062783	0.172875	0.102587	0.088669	0.053059	0.276599	0.100666	0.333774	0.116461	0.068457	0.069622	0.086736	0.088653	
grief   	0.129517	0.091108	0.093089	0.111076	0.055731	0.062971	0.107914	0.105724	0.080289	0.196991	0.156872	0.103056	0.103598	0.129306	0.104049	0.111230	0.150406	0.073897	0.121254	0.067568	0.126086	0.114443	0.113422	0.130905	0.153579	0.102087	0.158446	0.112982	0.179080	0.205953	0.075367	0.094128	0.125812	0.091566	0.101427	0.108580	0.106932	0.091533	0.107562	0.089660	0.126556	0.124967	0.130886	0.083569	0.118212	0.128536	0.149782	0.112541	0.083331	0.098008	0.162795	0.088907	0.084624	0.096916	0.063669	0.171103	0.188290	1.000000	0.078981	0.117984	0.140864	0.166553	0.120245	0.107801	0.145382	0.191950	0.096911	0.097103	0.119781	0.172704	0.079061	0.116892	0.120938	0.133692	0.108566	0.092300	0.097981	0.138808	0.055177	0.076441	0.119102	0.073541	0.094604	0.108335	0.124338	0.115581	0.111655	0.100132	0.211613	0.098844	0.144896	0.094494	0.104407	0.116809	0.106073	0.159140	0.077489	0.128605	0.089646	0.105298	0.067382	0.109002	0.086635	0.140175	0.096720	0.153464	0.096668	0.179495	0.105413	0.099031	0.112070	0.187661	0.178454	0.101500	0.149728	0.120742	0.121774	0.134105	0.086603	0.099701	0.096276	0.132906	0.090963	0.089907	0.126402	0.107525	0.161108	0.133504	0.116003	0.074172	0.066234	0.155340	
grouchiness	0.093077	0.101992	0.073544	0.378080	0.288448	0.049653	0.077456	0.084541	0.106270	0.099793	0.112597	0.404357	0.079914	0.060884	0.096669	0.077744	0.057561	0.051349	0.094104	0.030505	0.079984	0.075975	0.074033	0.080025	0.132171	0.086689	0.109020	0.092406	0.099060	0.108061	0.073372	0.095416	0.115205	0.072925	0.064748	0.070645	0.103763	0.045951	0.087669	0.097443	0.085465	0.094847	0.081152	0.385873	0.106271	0.121176	0.075303	0.109157	0.086541	0.053054	0.269468	0.110465	0.073963	0.102666	0.055844	0.101399	0.044602	0.078981	1.000000	0.469310	0.087721	0.088500	0.109649	0.090384	0.091925	0.120277	0.057904	0.099151	0.082255	0.105242	0.054343	0.075205	0.107914	0.108910	0.086574	0.380915	0.068969	0.065818	0.053555	0.074483	0.122051	0.062505	0.072657	0.101073	0.080768	0.065335	0.092019	0.061224	0.094645	0.079172	0.084408	0.075565	0.121926	0.058920	0.039333	0.068027	0.046927	0.091504	0.058996	0.186428	0.067470	0.065350	0.059654	0.073423	0.088461	0.097722	0.104421	0.123591	0.068781	0.084661	0.081929	0.107161	0.093551	0.102606	0.077290	0.101950	0.074593	0.093043	0.098604	0.067234	0.058696	0.111804	0.077393	0.069759	0.107792	0.128052	0.083189	0.069613	0.075843	0.085532	0.045303	0.095621	
grumpiness	0.114873	0.151976	0.112045	0.318074	0.224915	0.086508	0.123911	0.124904	0.128273	0.179552	0.171272	0.334790	0.135721	0.116899	0.135575	0.136221	0.110752	0.081146	0.126130	0.061729	0.132303	0.110074	0.124199	0.129650	0.168101	0.123472	0.123283	0.114127	0.139336	0.146073	0.088096	0.116582	0.145973	0.114072	0.105039	0.100613	0.154296	0.080887	0.130786	0.105374	0.133430	0.138873	0.120390	0.313763	0.162052	0.191324	0.106774	0.144973	0.123322	0.090221	0.256163	0.120254	0.098056	0.123643	0.052837	0.136643	0.077882	0.117984	0.469310	1.000000	0.105259	0.129657	0.128397	0.111272	0.112287	0.166560	0.085785	0.128639	0.117955	0.154495	0.088530	0.100220	0.144388	0.146089	0.135318	0.264204	0.104592	0.123842	0.053600	0.098385	0.146897	0.106069	0.103658	0.133816	0.116261	0.122423	0.130009	0.109847	0.133486	0.114451	0.134193	0.121524	0.132765	0.109253	0.062933	0.131150	0.077399	0.105919	0.109340	0.199158	0.106683	0.090843	0.104822	0.105362	0.123555	0.148732	0.148737	0.188732	0.092573	0.108515	0.103811	0.157970	0.149458	0.132946	0.119735	0.160807	0.115396	0.143479	0.124939	0.097709	0.123735	0.160982	0.113119	0.117853	0.149051	0.151473	0.100982	0.131650	0.118962	0.087214	0.078887	0.153953	
guilt   	0.119473	0.117266	0.093669	0.148857	0.101346	0.082647	0.112464	0.170411	0.106597	0.145320	0.138446	0.110927	0.117807	0.105263	0.105436	0.116990	0.133410	0.085039	0.230036	0.118537	0.125003	0.130091	0.155827	0.115284	0.110062	0.111570	0.136450	0.113045	0.132283	0.145028	0.086947	0.124395	0.146458	0.107325	0.104118	0.111717	0.128862	0.108752	0.164514	0.249557	0.118429	0.166737	0.130882	0.097659	0.136944	0.157959	0.182352	0.109670	0.086790	0.108469	0.155495	0.099015	0.118237	0.101064	0.089018	0.126944	0.069692	0.140864	0.087721	0.105259	1.000000	0.121528	0.156134	0.144142	0.138926	0.151099	0.096125	0.106068	0.159241	0.171296	0.081027	0.121814	0.129122	0.116305	0.139712	0.112438	0.109219	0.166154	0.053104	0.122048	0.144050	0.094941	0.100085	0.170476	0.132938	0.134237	0.133861	0.095469	0.126106	0.096317	0.124499	0.100888	0.135588	0.113232	0.100848	0.154685	0.172260	0.104615	0.234098	0.121319	0.101532	0.172174	0.101554	0.133635	0.248940	0.197538	0.136698	0.144141	0.100220	0.107165	0.269859	0.155895	0.155480	0.150460	0.123565	0.131323	0.121868	0.131688	0.096866	0.092237	0.099100	0.126832	0.109706	0.108384	0.102647	0.127977	0.097098	0.139784	0.163031	0.090283	0.082112	0.120836	
happiness	0.158965	0.112984	0.117648	0.152032	0.068893	0.079552	0.116148	0.104305	0.142661	0.202195	0.145322	0.098267	0.122686	0.113771	0.111324	0.145061	0.122026	0.078001	0.121006	0.073025	0.178377	0.183033	0.158685	0.125007	0.151736	0.166038	0.131828	0.125461	0.113558	0.145444	0.130736	0.110389	0.118732	0.092839	0.112541	0.101760	0.134797	0.099684	0.235421	0.106340	0.103477	0.142475	0.141267	0.092423	0.119592	0.156927	0.235416	0.082772	0.106964	0.099524	0.158179	0.108995	0.243533	0.262777	0.082121	0.130131	0.088089	0.166553	0.088500	0.129657	0.121528	1.000000	0.124164	0.104076	0.175566	0.158668	0.088684	0.108572	0.107925	0.165074	0.070826	0.110916	0.134245	0.126442	0.146789	0.125856	0.110129	0.139913	0.106030	0.199539	0.245593	0.177648	0.095774	0.129488	0.137588	0.155155	0.141786	0.125511	0.222952	0.114024	0.112548	0.132164	0.106145	0.126108	0.068807	0.139213	0.084419	0.161076	0.122290	0.129181	0.111494	0.111509	0.126921	0.115245	0.104417	0.140358	0.129207	0.278535	0.143145	0.096017	0.111841	0.175071	0.167779	0.109429	0.185131	0.253189	0.118683	0.144198	0.084513	0.082296	0.109806	0.135207	0.103408	0.108001	0.207072	0.139772	0.121755	0.157920	0.142828	0.088639	0.071308	0.154018	
hate    	0.145601	0.197305	0.156989	0.175814	0.185021	0.106396	0.147773	0.125099	0.130224	0.151423	0.165154	0.149841	0.175398	0.102045	0.135580	0.140481	0.152990	0.144517	0.147793	0.136481	0.154068	0.143352	0.167403	0.132530	0.156721	0.145507	0.119940	0.196345	0.159226	0.135363	0.100867	0.279196	0.155028	0.119975	0.117548	0.124159	0.148650	0.094133	0.182489	0.098883	0.161198	0.161558	0.121751	0.167393	0.171087	0.189981	0.212280	0.171000	0.134897	0.157086	0.150105	0.140127	0.117799	0.118651	0.055408	0.137641	0.073806	0.120245	0.109649	0.128397	0.156134	0.124164	1.000000	0.110835	0.152528	0.155373	0.083728	0.137880	0.121336	0.162473	0.107486	0.181030	0.149507	0.140332	0.176884	0.116804	0.118561	0.186365	0.072733	0.099618	0.214107	0.119929	0.129058	0.204585	0.130875	0.264497	0.187257	0.127713	0.126849	0.100175	0.093463	0.118547	0.174277	0.116841	0.068770	0.181326	0.175833	0.117667	0.142220	0.181704	0.120289	0.117673	0.133647	0.117450	0.139865	0.142861	0.248754	0.187071	0.124271	0.179415	0.131177	0.168501	0.217474	0.187108	0.136680	0.164244	0.149588	0.153944	0.130348	0.118321	0.144685	0.153852	0.136702	0.113248	0.131825	0.208060	0.124732	0.154067	0.138974	0.142012	0.095008	0.142070	
homesickness	0.103003	0.098216	0.082462	0.103312	0.085823	0.059919	0.072755	0.154683	0.077568	0.135477	0.123261	0.092231	0.089178	0.110995	0.084567	0.094607	0.108051	0.071277	0.112001	0.060575	0.089185	0.085528	0.099434	0.176866	0.193017	0.080979	0.108059	0.092570	0.104022	0.122139	0.080383	0.090058	0.122407	0.069828	0.091309	0.069820	0.097755	0.073854	0.109826	0.129500	0.082507	0.111022	0.074649	0.081809	0.137327	0.120565	0.112454	0.088189	0.068650	0.066162	0.153902	0.081221	0.083015	0.069645	0.063651	0.093698	0.050891	0.107801	0.090384	0.111272	0.144142	0.104076	0.110835	1.000000	0.139940	0.137496	0.098201	0.104582	0.169010	0.123801	0.075288	0.095620	0.190632	0.115972	0.100488	0.099351	0.194390	0.136370	0.039870	0.069086	0.110726	0.059399	0.081872	0.085591	0.168560	0.096115	0.111780	0.057096	0.112071	0.059638	0.143526	0.110845	0.099775	0.105612	0.072392	0.129087	0.073412	0.076515	0.081819	0.098561	0.070044	0.098078	0.164007	0.103494	0.102839	0.121623	0.091393	0.102483	0.080179	0.106030	0.121432	0.101339	0.090190	0.109880	0.105081	0.101743	0.104406	0.078703	0.086142	0.074759	0.058577	0.112498	0.074463	0.074001	0.119360	0.098713	0.080061	0.092155	0.103462	0.075029	0.062438	0.112185	
hope    	0.142104	0.107510	0.125226	0.119815	0.090952	0.103367	0.163041	0.134783	0.108651	0.146224	0.170593	0.111175	0.180887	0.111835	0.152562	0.171932	0.164247	0.072913	0.106311	0.134815	0.173525	0.098300	0.216275	0.153053	0.139357	0.170626	0.138670	0.143143	0.216793	0.174714	0.089927	0.149512	0.185200	0.077840	0.129382	0.126650	0.190399	0.116467	0.205153	0.084351	0.131196	0.179197	0.200732	0.103435	0.163526	0.197586	0.183550	0.104852	0.097989	0.115302	0.168241	0.137634	0.130828	0.109591	0.112162	0.171642	0.112822	0.145382	0.091925	0.112287	0.138926	0.175566	0.152528	0.139940	1.000000	0.199648	0.117815	0.105788	0.265836	0.196973	0.107936	0.137188	0.161279	0.187671	0.155077	0.145025	0.120102	0.138643	0.097377	0.100152	0.154953	0.107431	0.117363	0.140005	0.154469	0.160693	0.157957	0.192171	0.129145	0.179909	0.078107	0.166989	0.139975	0.123749	0.075518	0.183189	0.105172	0.089513	0.136726	0.164844	0.205374	0.146376	0.104613	0.145158	0.115835	0.156346	0.120193	0.191029	0.098377	0.122006	0.125724	0.237358	0.196120	0.141051	0.145494	0.167933	0.121933	0.144237	0.102571	0.099202	0.172124	0.168247	0.172243	0.088603	0.143247	0.149023	0.128311	0.184234	0.195038	0.095195	0.111343	0.153725	
hopelessness	0.150865	0.174877	0.099164	0.181001	0.120949	0.084976	0.116077	0.134372	0.173515	0.195252	0.229681	0.164038	0.148411	0.152641	0.169600	0.130775	0.130947	0.093119	0.141821	0.104128	0.137219	0.176032	0.129647	0.150088	0.231608	0.136446	0.216010	0.129047	0.221704	0.171354	0.096306	0.124379	0.191190	0.114240	0.140910	0.113743	0.144036	0.077382	0.198448	0.137958	0.118340	0.153072	0.129455	0.141624	0.155769	0.193081	0.142541	0.120078	0.127835	0.105097	0.164692	0.134603	0.087711	0.149361	0.047485	0.221835	0.246204	0.191950	0.120277	0.166560	0.151099	0.158668	0.155373	0.137496	0.199648	1.000000	0.107882	0.157837	0.197924	0.248694	0.100285	0.103367	0.178090	0.172467	0.132135	0.128977	0.111425	0.132900	0.047658	0.133922	0.199095	0.069652	0.103651	0.169970	0.141256	0.142187	0.148637	0.086733	0.192160	0.107023	0.144392	0.148130	0.150628	0.117943	0.077667	0.150582	0.092506	0.125442	0.136556	0.149543	0.072244	0.108620	0.105908	0.122544	0.131633	0.159071	0.163882	0.276290	0.114657	0.117049	0.149346	0.182400	0.161461	0.144908	0.159991	0.179613	0.130355	0.146315	0.147853	0.098267	0.078066	0.165257	0.120868	0.115901	0.235804	0.169395	0.155193	0.138953	0.152273	0.104504	0.059898	0.159500	
horror  	0.096506	0.081113	0.060463	0.089540	0.055093	0.058113	0.166934	0.100793	0.090926	0.104974	0.110641	0.083953	0.092505	0.086492	0.085277	0.095482	0.095249	0.078419	0.094751	0.046263	0.086358	0.093068	0.101603	0.087061	0.090984	0.078491	0.088561	0.087163	0.082351	0.098976	0.092171	0.092828	0.140303	0.071782	0.068282	0.155871	0.081234	0.080985	0.101283	0.076487	0.070488	0.098937	0.083080	0.077182	0.088735	0.106246	0.141564	0.081604	0.059850	0.170605	0.095533	0.079661	0.069587	0.063905	0.061785	0.103127	0.051829	0.096911	0.057904	0.085785	0.096125	0.088684	0.083728	0.098201	0.117815	0.107882	1.000000	0.090823	0.112211	0.128223	0.099686	0.082816	0.096323	0.143719	0.098400	0.080621	0.078471	0.084618	0.042623	0.065205	0.104554	0.070699	0.079777	0.105105	0.092085	0.075623	0.095639	0.077237	0.096273	0.164074	0.089581	0.088978	0.085895	0.094819	0.079182	0.115970	0.072651	0.080384	0.073591	0.091619	0.069956	0.100470	0.074635	0.103115	0.082061	0.105682	0.155837	0.112368	0.064947	0.095760	0.098540	0.179005	0.095943	0.115309	0.087848	0.104373	0.117891	0.086688	0.090398	0.219091	0.070944	0.098227	0.078398	0.076355	0.080089	0.088330	0.082962	0.107859	0.083941	0.073465	0.061880	0.097783	
hostility	0.125012	0.156813	0.099865	0.166558	0.118036	0.082086	0.114601	0.120110	0.158698	0.213842	0.176984	0.185379	0.146882	0.127773	0.139356	0.135007	0.104573	0.091276	0.210359	0.039750	0.124408	0.144724	0.099251	0.114540	0.158096	0.121240	0.132223	0.117672	0.138097	0.108404	0.112641	0.127505	0.154525	0.178990	0.114926	0.101994	0.144279	0.074087	0.120959	0.095488	0.156193	0.092801	0.082916	0.169425	0.148331	0.178537	0.118712	0.202441	0.110321	0.117801	0.146423	0.140391	0.117441	0.133649	0.040865	0.129003	0.069170	0.097103	0.099151	0.128639	0.106068	0.108572	0.137880	0.104582	0.105788	0.157837	0.090823	1.000000	0.112349	0.166859	0.107421	0.101503	0.131078	0.137191	0.161068	0.135945	0.105007	0.103613	0.056899	0.132069	0.163851	0.119682	0.117318	0.148573	0.115530	0.117443	0.132011	0.069164	0.112893	0.077794	0.136475	0.118865	0.168557	0.131021	0.074691	0.128162	0.083565	0.136279	0.099061	0.152930	0.078070	0.094798	0.115082	0.102283	0.124194	0.208708	0.188664	0.166106	0.107470	0.155139	0.128605	0.125886	0.141208	0.197818	0.120656	0.164936	0.115535	0.151271	0.170287	0.100015	0.109568	0.133473	0.102738	0.097275	0.141422	0.161342	0.097860	0.104713	0.086012	0.167253	0.087862	0.128019	
humiliation	0.122408	0.130655	0.087578	0.126208	0.088332	0.064968	0.127415	0.135843	0.131236	0.139081	0.163276	0.117141	0.118772	0.091299	0.137041	0.121675	0.110575	0.081224	0.148120	0.068315	0.114938	0.131204	0.140795	0.192747	0.228079	0.110962	0.096631	0.100520	0.156002	0.136192	0.102083	0.112421	0.169352	0.089763	0.074271	0.116206	0.127808	0.075788	0.146669	0.271101	0.097376	0.129400	0.114126	0.128199	0.117234	0.159353	0.228057	0.107285	0.084468	0.129657	0.126818	0.126809	0.076680	0.101368	0.055411	0.112075	0.066041	0.119781	0.082255	0.117955	0.159241	0.107925	0.121336	0.169010	0.265836	0.197924	0.112211	0.112349	1.000000	0.203426	0.085177	0.093514	0.210114	0.274688	0.129934	0.109048	0.114680	0.103955	0.050953	0.100698	0.156480	0.075466	0.083562	0.153765	0.109278	0.097437	0.116989	0.089519	0.115837	0.179415	0.131034	0.123825	0.113712	0.105416	0.065237	0.140282	0.095508	0.104859	0.137375	0.130991	0.087872	0.112435	0.122317	0.092128	0.161882	0.181020	0.139723	0.158231	0.089092	0.107780	0.270302	0.162999	0.140643	0.129164	0.121226	0.142242	0.166381	0.130053	0.111514	0.077946	0.097503	0.140285	0.111042	0.073459	0.127906	0.163388	0.102733	0.122750	0.108012	0.095313	0.063144	0.126496	
hurt    	0.180015	0.144770	0.139984	0.220442	0.115242	0.149190	0.156682	0.164765	0.182906	0.299441	0.247831	0.185790	0.150595	0.144539	0.181525	0.161742	0.168305	0.094202	0.194220	0.064808	0.192043	0.152067	0.170733	0.166235	0.182212	0.142673	0.154943	0.154426	0.181904	0.215318	0.112291	0.151691	0.210854	0.109959	0.128972	0.127768	0.154341	0.112510	0.158288	0.135313	0.124439	0.159912	0.147505	0.182020	0.161182	0.183208	0.221253	0.130269	0.131374	0.136607	0.233805	0.133249	0.093113	0.136996	0.088383	0.142731	0.096615	0.172704	0.105242	0.154495	0.171296	0.165074	0.162473	0.123801	0.196973	0.248694	0.128223	0.166859	0.203426	1.000000	0.102860	0.162543	0.208855	0.220658	0.150420	0.174856	0.142584	0.163539	0.064060	0.139462	0.207314	0.103136	0.136002	0.176975	0.160190	0.180475	0.160720	0.127133	0.159370	0.133428	0.140255	0.129323	0.155717	0.242373	0.091348	0.192331	0.109756	0.145726	0.142892	0.191854	0.113597	0.141538	0.122515	0.179176	0.181244	0.238622	0.190598	0.274914	0.119203	0.123945	0.173579	0.233851	0.182447	0.180140	0.224041	0.196411	0.151473	0.187425	0.148983	0.107339	0.122711	0.235287	0.116774	0.111579	0.198168	0.212349	0.135208	0.164879	0.169003	0.175863	0.093484	0.187371	
